leaves,trees,FP_type,learn_rate,state,accuracy_train,accuracy_test,actual_test_size
6,700,4,0.1,3,0.8806,0.3601,0.2387
10,300,4,0.08,1,0.8206,0.4992,0.1744
10,1400,4,0.12,1,0.8425,0.4061,0.1744
8,1000,4,0.08,3,0.8799,0.3824,0.2387
10,1000,4,0.8,3,0.8859,0.1938,0.2387
10,1200,4,0.6,1,0.8449,0.2807,0.1744
10,600,4,0.04,2,0.8433,0.4311,0.1832
4,100,4,0.4,2,0.8511,0.4143,0.1832
6,800,4,0.04,1,0.8304,0.4671,0.1744
10,700,4,0.04,1,0.8256,0.4699,0.1744
8,800,4,0.12,3,0.8813,0.3394,0.2387
6,700,4,0.14,2,0.8572,0.2806,0.1832
6,300,4,0.14,2,0.852,0.2977,0.1832
4,900,4,0.6,3,0.886,0.3007,0.2387
10,500,4,0.08,1,0.8311,0.4992,0.1744
4,500,4,0.04,2,0.8422,0.4853,0.1832
10,900,4,0.08,3,0.8787,0.3681,0.2387
6,100,4,0.4,2,0.8518,0.4235,0.1832
8,500,4,0.4,2,0.8597,0.3727,0.1832
10,600,4,0.14,1,0.8387,0.4417,0.1744
6,400,4,0.14,3,0.8788,0.3184,0.2387
10,500,4,0.2,3,0.8816,0.3095,0.2387
10,500,4,0.02,2,0.8078,0.5096,0.1832
4,100,4,0.8,2,0.8575,0.2883,0.1832
4,700,4,0.12,3,0.8813,0.3269,0.2387
8,100,4,0.02,1,0.6201,0.2653,0.1744
6,900,4,0.06,1,0.8367,0.5054,0.1744
6,1000,4,0.2,2,0.8595,0.3449,0.1832
4,60,5,0.8,3,0.8781,-0.5818,0.2387
4,300,5,0.4,3,0.8809,0.1144,0.2387
8,500,5,0.12,1,0.8409,0.2284,0.1744
10,1000,5,0.6,2,0.844,0.2965,0.1832
4,500,5,0.02,3,0.8421,0.2175,0.2387
8,900,5,0.2,3,0.8803,0.1733,0.2387
4,700,5,0.6,3,0.8823,-0.3526,0.2387
6,300,5,0.12,1,0.8372,0.2604,0.1744
6,700,5,0.04,3,0.8711,0.1919,0.2387
8,60,5,0.06,2,0.7459,0.4827,0.1832
10,600,5,0.1,1,0.8402,0.2335,0.1744
10,400,5,0.02,1,0.8,0.2911,0.1744
10,1400,5,0.8,1,0.8461,0.1001,0.1744
4,800,5,0.6,2,0.844,0.3928,0.1832
8,700,5,0.2,2,0.8423,0.407,0.1832
4,700,5,0.12,3,0.8791,0.1586,0.2387
