min_CNLs,consensus_thres,consensus_alg,random_seed,tree,learn_rate,leaves,depth,subsample,colsample_bylevel,accuracy_train,accuracy_test
3,0.25,replacement,5,1000,0.05,7,10,0.6,0.5,0.972242596255885,0.21633826856620253
3,0.25,replacement,1,600,0.005,13,9,0.58,0.2,0.508700919424178,0.22377672463313225
3,0.0,removal,1,1000,0.01,7,7,0.96,0.86,0.7507882407583324,0.25271344676619456
0,0.2,removal,1,1000,0.03,4,6,0.8,0.54,0.8255600886405201,0.27498590997967975
5,0.0,removal,1,600,0.03,25,8,0.95,0.32,0.844458752326963,0.3166693464670711
5,0.25,removal,5,1000,0.03,7,9,0.35,0.07,0.829995160985072,0.29688787110770143
0,0.25,removal,1,1000,0.03,25,7,0.7,0.42,0.8413412531499325,0.26885374777750193
3,0.2,replacement,2,600,0.05,7,9,0.11,0.09,0.7922438908519578,0.18573446640257685
0,0.2,replacement,5,1000,0.01,4,7,0.84,1.0,0.7291335612545337,0.23014979907112953
3,0.0,replacement,3,800,0.01,10,6,0.55,0.49,0.6591320813607788,0.41586513079961296
5,0.0,removal,3,800,0.005,7,7,0.65,0.73,0.6424894938029487,0.21744649616501377
3,0.0,removal,1,600,0.005,4,6,0.89,0.97,0.582569203269035,0.28104590064856205
3,0.0,removal,2,1000,0.03,4,9,0.93,0.07,0.785686029323826,0.1923122197923085
0,0.0,removal,2,1000,0.01,10,6,0.06,0.75,0.610640309190102,0.3518602588853982
3,0.2,removal,3,600,0.01,13,8,0.14,0.86,0.6702619977401731,0.4288620419127275
5,0.25,removal,2,800,0.005,4,10,0.92,0.16,0.6091787227280322,0.27282570176461485
1,0.2,removal,3,1000,0.03,10,7,0.39,0.33,0.8310822839632072,0.23682037548839996
3,0.2,removal,5,800,0.01,4,6,0.22,0.34,0.6500086246280368,0.3152621783689703
1,0.2,replacement,5,1000,0.005,4,9,0.73,0.8,0.6363749109593871,0.13632697460536136
0,0.2,removal,4,600,0.05,10,7,0.79,0.7,0.8516584981177447,0.21751294493066997
3,0.0,replacement,1,800,0.05,4,6,0.3,0.14,0.8230286086921557,0.1745893306065247
5,0.25,replacement,5,600,0.03,13,8,0.06,0.15,0.6215349977389004,0.2721196610029474
3,0.0,removal,1,1000,0.05,13,9,0.82,0.36,0.9333594961306529,0.15960925955519056
5,0.25,replacement,5,600,0.03,4,6,0.67,0.13,0.8111022260887281,0.3082345440170595
