min_CNLs,consensus_thres,consensus_alg,random_seed,tree,learn_rate,leaves,depth,subsample,colsample_bylevel,accuracy_train,accuracy_test
5,0.2,removal,1,1000,0.1,10,10,0.11,0.55,0.9541275377155852,0.2667850192554073
0,0.0,replacement,1,1000,0.05,4,4,0.33,0.33,0.7091610710534688,0.29317573275097586
5,0.0,replacement,1,1000,0.08,4,4,0.91,0.35,0.8854087860520494,0.28430851634356513
3,0.2,removal,2,600,0.05,7,5,0.25,0.5,0.8075056206392985,0.21896664437847668
5,0.0,replacement,1,600,0.01,7,7,0.54,0.24,0.6312291516434465,0.35359693199131603
0,0.2,replacement,1,1000,0.08,4,6,0.08,0.47,0.8315213064656571,0.26809924555860287
5,0.2,removal,3,600,0.05,13,5,0.98,0.94,0.8595780767586042,0.05070359349962139
5,0.25,removal,2,800,0.05,7,5,0.44,0.52,0.8679001546825974,0.2228020975904953
3,0.25,removal,3,800,0.01,7,5,0.21,0.49,0.6107541903685936,0.3824630556359706
5,0.0,replacement,2,600,0.01,4,5,0.63,0.52,0.5997665753176344,0.26228621812678143
3,0.0,removal,1,600,0.08,25,9,0.68,0.79,0.9400274706349375,0.09283997178837222
5,0.2,replacement,3,800,0.08,25,8,0.41,0.93,0.9764156519556397,0.1402277702503797
5,0.2,replacement,1,800,0.08,13,7,0.58,0.13,0.9619253744210036,0.2804557474473003
3,0.0,removal,1,600,0.08,4,10,0.3,0.72,0.9321786014763099,0.14910070855786106
5,0.0,replacement,3,1000,0.05,7,9,0.75,0.43,0.9453149813651861,0.07136604704989558
3,0.2,removal,3,800,0.01,13,8,0.1,0.86,0.6875153928787539,0.3899736482555921
5,0.25,replacement,3,800,0.1,7,6,0.58,0.47,0.9802068657287442,0.09674595581293532
0,0.0,removal,1,800,0.1,4,5,0.19,0.72,0.8511161672685104,0.25223525784573975
5,0.2,removal,3,800,0.01,10,5,0.94,0.22,0.6226128791185455,0.15871881650818287
5,0.0,replacement,2,1000,0.01,7,8,0.89,0.53,0.7447632915304783,0.275393792807309
3,0.2,replacement,3,1000,0.08,4,6,0.23,0.14,0.9112260555771261,0.3412682617667927
3,0.0,removal,1,1000,0.01,13,6,0.68,0.06,0.5673885922725778,0.23581060888758654
5,0.2,removal,3,800,0.01,4,9,0.57,0.84,0.760179065991996,0.14577726002049263
3,0.25,removal,2,1000,0.05,4,7,0.93,0.07,0.8443728060471216,0.17949573194769863
0,0.0,replacement,2,800,0.1,13,5,0.35,0.97,0.8835544675270562,0.2677914178969074
3,0.0,removal,3,800,0.1,25,9,0.84,0.26,0.9467199953851093,0.30846183914465297
3,0.25,removal,2,600,0.05,10,7,0.88,0.21,0.8584810133427716,0.19957517562096672
0,0.25,replacement,2,600,0.1,25,6,0.18,0.63,0.7909707392086951,0.31280308251010647
3,0.0,removal,3,1000,0.08,7,8,0.67,0.68,0.9572259825158974,0.3016402048661335
5,0.2,replacement,2,600,0.01,4,5,0.67,0.17,0.560726749180979,0.21192347633472786
5,0.2,replacement,3,800,0.01,4,6,0.9,0.46,0.6921718038134539,0.17988072211208217
0,0.2,replacement,3,600,0.05,7,8,0.27,0.2,0.833961897251122,0.18806872034432298
0,0.2,removal,2,1000,0.08,25,9,0.65,0.09,0.8369893148820686,0.3041700480802373
3,0.2,replacement,1,600,0.05,7,7,0.93,0.55,0.9359212032092167,0.11668204422045747
5,0.2,removal,3,1000,0.1,25,4,0.99,0.07,0.8288728133317307,0.05077364382633065
5,0.0,replacement,2,600,0.01,25,5,0.93,0.48,0.5956105341496584,0.26243049105410343
0,0.2,replacement,1,800,0.1,13,5,0.05,0.55,0.6599579263445419,0.2706010411567571
3,0.0,removal,1,600,0.05,25,5,0.93,0.9,0.835276844724673,0.14633495976001099
0,0.0,replacement,2,600,0.1,13,4,0.26,0.75,0.77679547412082,0.3035201351081861
5,0.0,replacement,3,1000,0.08,7,9,0.26,0.59,0.9594093877683012,0.015573741472216462
0,0.25,replacement,3,1000,0.05,4,5,0.26,0.08,0.7423872192450962,0.2551047437633248
3,0.0,removal,3,1000,0.05,10,6,0.25,0.2,0.8519969142586225,0.34256512258283167
0,0.0,replacement,1,1000,0.05,25,7,0.64,0.83,0.8905620716256507,0.2406173322991565
3,0.25,removal,3,800,0.05,7,9,0.14,0.56,0.8965259314837118,0.3564035654091371
3,0.0,replacement,2,600,0.05,13,6,0.74,0.67,0.867226579378978,0.21123542082471614
0,0.2,replacement,2,1000,0.05,7,10,0.14,0.76,0.8940905824751957,0.32740453838710104
3,0.2,removal,3,800,0.1,10,10,0.23,0.41,0.9434578038776906,0.3306456159130087
5,0.2,removal,2,800,0.08,7,4,0.77,0.05,0.7436850192429559,0.18856126000895368
0,0.25,removal,2,800,0.08,7,7,0.23,0.23,0.8466495456732788,0.28937812733906276
0,0.25,removal,3,800,0.08,25,9,0.36,0.22,0.8658224245539434,0.12741499846145754
3,0.25,replacement,2,1000,0.08,13,6,0.14,0.42,0.8743305881204717,0.16976394670989603
5,0.25,removal,3,600,0.05,25,4,0.62,0.84,0.7881815874451519,0.043888303651013705
5,0.25,replacement,3,1000,0.01,25,7,0.35,0.05,0.628143661901344,0.13246585559522717
0,0.25,removal,2,1000,0.1,7,10,0.7,0.75,0.9478584532135417,0.2264906758523525
3,0.25,replacement,3,1000,0.08,25,9,0.09,0.43,0.8273908281389674,0.32431692495545383
0,0.2,replacement,2,600,0.08,13,7,0.43,0.17,0.8904701526282497,0.28879470849389655
0,0.2,removal,3,1000,0.08,25,8,0.53,0.64,0.9197137506705235,0.13627124396330892
0,0.0,replacement,2,600,0.1,7,10,0.11,0.17,0.8055620078590662,0.33467587990810954
0,0.25,removal,1,600,0.08,7,5,0.75,0.85,0.8343834151661642,0.2632731611905592
3,0.0,removal,3,800,0.1,13,9,0.19,0.35,0.9266704732388186,0.3207833238884724
5,0.2,removal,1,1000,0.08,25,6,0.42,0.82,0.9603436386356341,0.26805533094084943
3,0.2,removal,2,1000,0.01,4,8,0.87,0.19,0.6948571123776687,0.2723130223582203
0,0.0,replacement,1,1000,0.01,4,9,0.06,0.52,0.6192081192924103,0.29571613087711435
0,0.2,removal,1,1000,0.05,13,6,0.87,0.8,0.8824934460449843,0.24542418828643653
0,0.25,replacement,2,1000,0.05,10,6,0.74,0.08,0.8453154303421455,0.29039869490149683
3,0.2,replacement,1,800,0.08,25,6,0.68,0.61,0.9604429827271266,0.10432459494410917
5,0.2,replacement,1,600,0.08,25,4,0.15,0.3,0.7169034192900146,0.30158537724781564
0,0.2,removal,1,1000,0.08,25,5,0.5,0.81,0.8812190119968785,0.2205748141167707
0,0.0,replacement,2,1000,0.05,13,10,0.72,0.59,0.9005191225402704,0.28427536913837026
0,0.2,removal,2,600,0.05,10,6,0.96,1.0,0.833049573101672,0.3273229440960862
0,0.25,replacement,1,800,0.08,4,7,0.39,0.31,0.9249007536009991,0.2412552742746552
5,0.0,removal,2,1000,0.08,4,10,0.9,0.45,0.9671611263938268,0.19874773173532467
3,0.2,removal,1,1000,0.01,10,8,0.53,0.07,0.629623194412033,0.24450031228163271
5,0.0,replacement,1,600,0.05,13,6,0.93,0.69,0.8890522049405559,0.3166102865140188
3,0.2,removal,1,800,0.1,13,6,0.19,0.93,0.9391761699216983,0.12745500087777029
5,0.2,removal,1,800,0.1,25,8,0.82,0.97,0.9749597124425835,0.24881996294681563
5,0.0,replacement,2,1000,0.01,13,4,0.54,0.39,0.590593590567644,0.2634104007896161
5,0.25,removal,2,1000,0.1,13,8,0.07,0.42,0.9307941281571172,0.16257331079675585
5,0.2,removal,1,600,0.1,7,10,0.74,0.8,0.9651515752666625,0.2715720928879086
5,0.0,removal,1,1000,0.05,4,9,0.61,0.66,0.9500237483103322,0.3072727008073166
0,0.25,replacement,1,800,0.01,25,6,0.36,0.3,0.5636810872395084,0.26831032812835387
0,0.0,replacement,1,1000,0.05,4,5,0.18,0.41,0.7768133280935364,0.27886103867282996
3,0.2,replacement,3,1000,0.08,25,8,0.22,0.63,0.9396349215191561,0.3317955318517033
0,0.25,removal,2,600,0.1,25,6,0.75,0.3,0.8678629508102664,0.27210474270653595
5,0.0,removal,1,800,0.08,13,8,0.6,0.79,0.9607335977190548,0.27090202089556037
3,0.2,removal,2,600,0.01,4,9,0.7,0.45,0.6819081996801089,0.2783518936127597
5,0.25,replacement,1,800,0.1,25,7,0.1,0.61,0.8217694397016073,0.2851713500006594
3,0.25,removal,1,800,0.1,4,7,0.55,0.63,0.9593241980369173,0.1458838319715945
3,0.0,removal,3,600,0.08,4,9,0.41,0.57,0.9214706352998512,0.31788835911166047
3,0.25,removal,3,1000,0.1,7,6,0.61,0.73,0.9638099726349092,0.28277394468035866
3,0.25,removal,1,600,0.1,7,7,0.31,0.94,0.9448523504618126,0.10618666723706538
