leaves,trees,FP_type,learn_rate,state,accuracy_train,accuracy_test,actual_test_size
12,500,16,0.12,3,0.9719,0.46,0.2051
8,100,16,0.02,2,0.5949,0.3583,0.1784
12,1200,16,0.02,1,0.8351,0.6057,0.219
12,1600,16,0.06,3,0.9711,0.4717,0.2051
16,800,16,0.25,3,0.9965,0.4556,0.2051
8,1000,16,0.12,1,0.9903,0.625,0.219
16,300,16,0.06,1,0.8287,0.5812,0.219
8,1000,16,0.18,1,0.9932,0.6145,0.219
16,1600,16,0.04,3,0.9436,0.4746,0.2051
6,1200,16,0.08,2,0.9731,0.4308,0.1784
16,1000,16,0.15,3,0.9896,0.4174,0.2051
10,1400,16,0.1,3,0.9866,0.4601,0.2051
10,500,16,0.18,3,0.9805,0.4712,0.2051
14,300,16,0.18,3,0.9199,0.4693,0.2051
10,800,16,0.15,2,0.9756,0.4142,0.1784
8,100,16,0.1,1,0.762,0.5719,0.219
16,1400,16,0.25,3,0.9976,0.4434,0.2051
10,100,16,0.06,2,0.7099,0.381,0.1784
6,1600,16,0.15,3,0.9945,0.4651,0.2051
14,500,16,0.06,2,0.918,0.4524,0.1784
6,1400,16,0.18,3,0.9951,0.4497,0.2051
12,1400,16,0.25,1,0.9982,0.605,0.219
10,300,16,0.02,1,0.6958,0.5548,0.219
10,300,16,0.08,3,0.8655,0.4582,0.2051
12,1200,16,0.12,2,0.9848,0.4234,0.1784
14,1000,16,0.25,3,0.9967,0.4126,0.2051
8,800,16,0.04,3,0.9328,0.4708,0.2051
16,1600,16,0.25,1,0.997,0.5783,0.219
8,1400,16,0.06,1,0.9824,0.6341,0.219
6,1600,16,0.12,1,0.9918,0.6031,0.219
6,300,16,0.25,1,0.9521,0.6097,0.219
12,800,16,0.18,3,0.9879,0.4636,0.2051
14,1400,16,0.18,3,0.9949,0.4493,0.2051
14,100,16,0.15,3,0.8286,0.4344,0.2051
10,1600,16,0.1,3,0.9896,0.4591,0.2051
6,800,16,0.1,3,0.968,0.4709,0.2051
6,500,16,0.25,3,0.9947,0.4379,0.2051
16,100,16,0.15,1,0.7629,0.5691,0.219
16,500,16,0.02,1,0.765,0.5791,0.219
10,800,16,0.15,1,0.9896,0.6206,0.219
6,1200,16,0.25,3,0.9993,0.4339,0.2051
14,100,16,0.02,2,0.5973,0.3752,0.1784
10,1200,16,0.04,1,0.9529,0.6187,0.219
16,300,16,0.08,2,0.8777,0.4436,0.1784
8,1400,16,0.02,1,0.8887,0.6154,0.219
8,300,16,0.1,2,0.9102,0.439,0.1784
6,300,16,0.04,3,0.839,0.4549,0.2051
6,800,16,0.15,3,0.99,0.4565,0.2051
10,100,16,0.25,3,0.8762,0.4214,0.2051
8,800,16,0.02,3,0.8402,0.4616,0.2051
6,1400,16,0.15,1,0.9973,0.61,0.219
16,1200,16,0.1,2,0.9716,0.4076,0.1784
12,300,16,0.1,3,0.854,0.4333,0.2051
16,100,16,0.12,3,0.7848,0.4082,0.2051
6,1600,16,0.12,3,0.9981,0.4396,0.2051
8,1200,16,0.25,2,0.9961,0.349,0.1784
16,800,16,0.15,2,0.9705,0.4298,0.1784
10,100,16,0.18,2,0.8141,0.4095,0.1784
6,500,16,0.04,2,0.8936,0.4513,0.1784
8,1000,16,0.25,2,0.9959,0.4063,0.1784
14,1000,16,0.06,2,0.9658,0.4426,0.1784
12,1000,16,0.04,3,0.9064,0.4701,0.2051
16,300,16,0.1,2,0.9144,0.3909,0.1784
10,500,16,0.1,2,0.9619,0.399,0.1784
6,1400,16,0.1,1,0.9897,0.6113,0.219
14,100,16,0.18,2,0.8605,0.3892,0.1784
6,100,16,0.1,1,0.7935,0.5812,0.219
6,800,16,0.15,3,0.99,0.4565,0.2051
10,300,16,0.15,3,0.9026,0.4378,0.2051
6,100,16,0.08,2,0.7452,0.412,0.1784
16,1400,16,0.02,3,0.9121,0.4696,0.2051
12,800,16,0.15,3,0.9723,0.4459,0.2051
10,1000,16,0.02,1,0.8165,0.609,0.219
6,1400,16,0.04,3,0.9566,0.4852,0.2051
6,300,16,0.08,2,0.8668,0.4324,0.1784
6,1600,16,0.04,1,0.935,0.6237,0.219
10,500,16,0.04,1,0.7942,0.5964,0.219
12,300,16,0.02,3,0.7554,0.3972,0.2051
16,1600,16,0.18,1,0.9923,0.6043,0.219
10,1200,16,0.25,1,0.9953,0.6181,0.219
12,300,16,0.12,3,0.8803,0.4589,0.2051
8,1600,16,0.04,2,0.9354,0.4465,0.1784
10,1000,16,0.18,1,0.9929,0.6094,0.219
