min_CNLs,consensus_thres,consensus_alg,random_seed,tree,learn_rate,leaves,depth,subsample,colsample_bylevel,accuracy_train,accuracy_test
0,0.0,removal,3,800,0.01,25,6,0.87,0.18,0.5501521986254313,0.16314765403042553
3,0.25,removal,3,1000,0.05,10,5,0.62,0.35,0.8764471180005869,0.3656648586647353
0,0.0,replacement,2,1000,0.01,13,7,0.26,0.91,0.6841534524353745,0.3503208830806951
3,0.2,replacement,1,1000,0.08,13,10,0.73,0.9,0.9903414422746759,0.0845188157793656
3,0.0,replacement,1,600,0.05,7,7,0.79,0.63,0.8879730251574777,0.15308753860189883
3,0.2,replacement,3,1000,0.01,4,4,0.76,0.49,0.5930966610320584,0.35914396882454647
3,0.0,removal,3,800,0.1,7,4,0.79,0.6,0.8756598658275441,0.35629696951156864
5,0.0,removal,2,600,0.1,10,6,0.56,0.61,0.9415624763185318,0.20472892621952576
0,0.0,replacement,3,800,0.08,7,8,0.75,0.25,0.8875662398782513,0.023849159257239516
5,0.25,removal,2,600,0.05,10,8,0.14,0.06,0.7853705149823291,0.22536145500721239
0,0.2,removal,1,1000,0.01,4,5,0.65,0.61,0.6232056723873702,0.2848739949176624
3,0.2,replacement,1,600,0.01,13,9,0.36,0.47,0.6660654534908859,0.239058978331657
3,0.25,removal,1,600,0.08,13,10,0.88,0.58,0.9447348315863532,0.14513017260578953
0,0.25,removal,3,800,0.05,4,6,0.87,0.92,0.8653156933726187,0.058467042757164855
5,0.2,replacement,3,1000,0.05,10,7,0.92,0.63,0.9773095959542372,0.1511200443010441
