leaves,trees,FP_type,learn_rate,state,depth,subsample,colsample_bylevel,accuracy_train,accuracy_test,actual_test_size
4,500,6,0.1,2,6,0.33,0.53,0.9236,0.5342,0.202
13,700,6,0.08,3,10,0.28,0.81,0.9427,0.6287,0.2169
10,600,6,0.08,2,6,0.31,0.72,0.9063,0.516,0.202
13,500,6,0.05,2,7,0.42,0.42,0.8806,0.5253,0.202
4,700,6,0.08,3,8,0.27,0.84,0.9461,0.6186,0.2169
4,700,6,0.11,2,8,0.87,0.7,0.9839,0.4905,0.202
25,700,6,0.05,2,8,0.62,0.85,0.9272,0.5103,0.202
13,600,6,0.1,1,8,0.28,0.76,0.9324,0.5322,0.1983
7,700,6,0.1,1,9,0.5,0.95,0.9765,0.5507,0.1983
13,700,6,0.1,2,9,0.63,0.78,0.9804,0.4831,0.202
7,600,6,0.05,1,8,0.85,0.78,0.931,0.5435,0.1983
4,700,6,0.1,3,7,0.55,0.6,0.9689,0.6225,0.2169
10,700,6,0.11,1,6,0.27,0.92,0.9233,0.5464,0.1983
4,500,6,0.05,2,9,0.61,0.66,0.9296,0.509,0.202
10,700,6,0.1,3,8,0.44,0.68,0.9645,0.6079,0.2169
25,500,6,0.05,1,8,0.79,0.87,0.9007,0.5306,0.1983
10,500,6,0.05,1,7,0.46,0.72,0.8945,0.536,0.1983
13,700,6,0.1,1,9,0.63,0.8,0.9786,0.543,0.1983
4,700,6,0.05,1,10,0.67,0.89,0.9556,0.5521,0.1983
13,500,6,0.1,2,10,0.6,0.55,0.9711,0.5014,0.202
