leaves,trees,FP_type,learn_rate,state,accuracy_train,accuracy_test,actual_test_size
4,1400,15,0.1,2,0.9775,0.4408,0.2144
10,100,15,0.02,1,0.4395,0.2395,0.2082
10,1600,15,0.6,1,0.998,0.1711,0.2082
6,400,15,0.08,3,0.8588,0.3198,0.2
10,1400,15,0.12,2,0.9748,0.4115,0.2144
4,800,15,0.4,3,0.9956,0.2289,0.2
8,300,15,0.2,1,0.9259,0.3455,0.2082
10,1200,15,0.06,1,0.9318,0.3118,0.2082
4,400,15,0.2,3,0.9466,0.3219,0.2
10,1400,15,0.04,2,0.9029,0.4526,0.2144
6,1400,15,0.4,2,0.9965,0.3858,0.2144
8,1400,15,0.06,1,0.9452,0.3205,0.2082
10,600,15,0.12,2,0.9259,0.4214,0.2144
8,300,15,0.1,2,0.8402,0.4531,0.2144
8,1400,15,0.2,2,0.9899,0.3958,0.2144
6,1400,15,0.1,2,0.9753,0.4367,0.2144
8,800,15,0.14,2,0.9619,0.4209,0.2144
8,200,15,0.8,2,0.9774,0.2594,0.2144
8,300,15,0.02,3,0.6103,0.2242,0.2
10,1000,15,0.4,1,0.9952,0.2621,0.2082
8,1000,15,0.04,1,0.8837,0.349,0.2082
8,1400,15,0.12,3,0.9771,0.2929,0.2
10,1000,15,0.14,3,0.9678,0.3238,0.2
4,1400,15,0.08,3,0.9669,0.3412,0.2
10,500,15,0.08,2,0.8725,0.4546,0.2144
10,600,15,0.06,1,0.8714,0.3199,0.2082
8,1400,15,0.1,3,0.9721,0.3185,0.2
10,200,15,0.6,3,0.9625,0.3369,0.2
6,1200,16,0.8,2,0.9985,0.2644,0.1784
8,100,16,0.1,2,0.8165,0.4811,0.1784
10,600,16,0.04,3,0.9087,0.4705,0.2051
8,1400,16,0.8,3,0.9993,0.2134,0.2051
10,300,16,0.04,2,0.8403,0.4837,0.1784
8,800,16,0.6,3,0.9993,0.2986,0.2051
8,100,16,0.14,1,0.8466,0.5406,0.219
6,800,16,0.08,2,0.98,0.4597,0.1784
10,200,16,0.02,3,0.7285,0.3875,0.2051
10,100,16,0.2,1,0.8897,0.5557,0.219
6,300,16,0.6,3,0.9983,0.3224,0.2051
4,500,16,0.12,2,0.9791,0.4595,0.1784
8,800,16,0.14,3,0.9932,0.4444,0.2051
8,1000,16,0.8,2,0.9985,0.3053,0.1784
6,1000,16,0.04,2,0.9544,0.4751,0.1784
10,800,16,0.1,1,0.9801,0.5474,0.219
8,800,16,0.06,1,0.9582,0.5525,0.219
8,200,16,0.06,1,0.8243,0.5528,0.219
4,600,16,0.08,1,0.9645,0.5641,0.219
10,300,16,0.04,2,0.8403,0.4837,0.1784
6,600,16,0.02,2,0.8385,0.484,0.1784
8,1000,16,0.04,1,0.9516,0.5443,0.219
8,400,16,0.14,1,0.9682,0.5377,0.219
4,1600,16,0.02,2,0.9389,0.4803,0.1784
8,1600,16,0.6,2,0.9985,0.3207,0.1784
10,1600,16,0.4,2,0.9985,0.4201,0.1784
4,1000,16,0.1,3,0.9924,0.4691,0.2051
8,1200,16,0.08,1,0.9881,0.5073,0.219
6,100,16,0.1,2,0.8199,0.4755,0.1784
8,300,16,0.08,2,0.914,0.4738,0.1784
10,100,16,0.8,1,0.9862,0.3875,0.219
8,600,16,0.6,1,0.9985,0.4786,0.219
10,500,16,0.08,3,0.9545,0.4673,0.2051
6,400,16,0.4,2,0.9966,0.4068,0.1784
6,1600,16,0.02,3,0.9407,0.4719,0.2051
4,1600,16,0.04,2,0.9795,0.4732,0.1784
4,800,16,0.02,3,0.8694,0.4618,0.2051
6,1000,16,0.06,2,0.9769,0.4491,0.1784
6,400,16,0.2,2,0.9865,0.4796,0.1784
10,100,16,0.06,3,0.7688,0.3995,0.2051
8,1400,16,0.04,2,0.9732,0.4523,0.1784
10,1000,16,0.6,2,0.9985,0.3364,0.1784
6,1600,16,0.4,2,0.9985,0.4012,0.1784
4,1200,16,0.06,3,0.985,0.462,0.2051
4,1200,16,0.4,1,0.9985,0.4822,0.219
6,100,16,0.06,1,0.7382,0.5452,0.219
4,100,16,0.6,2,0.9795,0.4254,0.1784
10,1000,16,0.06,3,0.9756,0.4674,0.2051
6,100,16,0.06,2,0.7628,0.432,0.1784
8,1000,16,0.04,1,0.9516,0.5443,0.219
4,1400,16,0.08,1,0.9928,0.5513,0.219
10,300,16,0.4,2,0.9927,0.4227,0.1784
6,100,16,0.12,1,0.8128,0.5446,0.219
8,1000,16,0.04,1,0.9516,0.5443,0.219
4,600,16,0.02,2,0.8416,0.4791,0.1784
10,1000,16,0.04,1,0.9457,0.5543,0.219
8,100,16,0.02,3,0.6367,0.3559,0.2051
10,1400,16,0.04,1,0.9664,0.5488,0.219
6,500,16,0.12,3,0.9795,0.4871,0.2051
6,300,16,0.8,1,0.9982,0.4674,0.219
4,1600,16,0.6,1,0.9985,0.4215,0.219
8,1200,16,0.4,3,0.9993,0.3916,0.2051
8,400,16,0.12,2,0.9672,0.489,0.1784
6,1000,16,0.08,3,0.9859,0.4676,0.2051
8,1200,16,0.14,1,0.9956,0.5306,0.219
6,200,16,0.04,2,0.7877,0.4497,0.1784
8,200,16,0.06,3,0.8351,0.4475,0.2051
8,1000,16,0.6,2,0.9985,0.3211,0.1784
4,800,16,0.14,3,0.9939,0.4593,0.2051
10,600,16,0.12,3,0.9814,0.446,0.2051
4,1600,16,0.06,1,0.9892,0.5389,0.219
6,1600,16,0.08,1,0.994,0.518,0.219
4,1400,16,0.2,3,0.9991,0.4582,0.2051
6,500,16,0.14,1,0.9805,0.5178,0.219
10,600,16,0.1,3,0.975,0.4601,0.2051
6,800,16,0.08,2,0.98,0.4597,0.1784
10,800,16,0.6,3,0.9993,0.3531,0.2051
4,1200,16,0.4,2,0.9985,0.4687,0.1784
6,1400,16,0.04,2,0.975,0.473,0.1784
6,400,16,0.6,2,0.9982,0.3801,0.1784
10,1000,16,0.2,1,0.9965,0.5322,0.219
6,100,16,0.04,2,0.7223,0.4346,0.1784
10,1400,16,0.06,3,0.9868,0.4672,0.2051
6,600,16,0.6,2,0.9985,0.3781,0.1784
10,1400,16,0.12,2,0.9957,0.4909,0.1784
8,1400,16,0.6,1,0.9985,0.4774,0.219
6,600,16,0.2,1,0.9927,0.4966,0.219
6,300,16,0.06,2,0.8923,0.4664,0.1784
6,300,16,0.08,1,0.9042,0.5382,0.219
8,1200,16,0.14,1,0.9956,0.5306,0.219
4,1200,16,0.6,3,0.9993,0.3385,0.2051
4,1200,16,0.6,1,0.9985,0.4215,0.219
10,800,16,0.12,2,0.9894,0.4903,0.1784
10,100,16,0.04,1,0.7028,0.5224,0.219
8,1000,16,0.12,3,0.9936,0.4676,0.2051
4,800,16,0.2,1,0.9963,0.5266,0.219
4,1200,16,0.08,3,0.9915,0.481,0.2051
4,1400,16,0.4,3,0.9993,0.3884,0.2051
10,300,16,0.6,3,0.9977,0.3591,0.2051
6,500,16,0.2,2,0.9911,0.4772,0.1784
