min_CNLs,consensus_thres,consensus_alg,removeminusones_df,random_seed,tree,leaf,learn_rate,accuracy_train,accuracy_test
2,0.1,replacement,0,3,600,13,0.01,0.525633458377478,0.10263021143478412
3,0.0,removal,0,3,1300,40,0.05,0.7762454077871216,0.1349169055514282
0,0.1,replacement,0,1,600,13,0.01,0.5087283083431096,0.1359749996311237
3,0.0,replacement,0,2,200,4,0.01,0.41528997267887846,0.20331154538019325
0,0.0,replacement,0,3,1000,40,0.1,0.75200224416082,0.19188374701686617
3,0.25,removal,0,2,1000,40,0.15,0.7948352630678803,0.13444392647063996
1,0.2,removal,0,1,1600,7,0.2,0.8059589815120697,0.029617948406658767
2,0.25,removal,0,2,1600,4,0.15,0.8141627596989622,-0.07548249938284068
3,0.25,replacement,0,1,800,13,0.1,0.8052471847970538,0.20758421422054607
1,0.2,replacement,0,1,1300,40,0.01,0.5931989815380636,0.2681607204232721
0,0.0,replacement,0,2,200,4,0.1,0.6623343170676943,0.18222085377036323
3,0.1,replacement,0,1,1000,40,0.05,0.7695700492712549,0.21601343559405317
3,0.0,replacement,0,2,800,10,0.2,0.7952364625346225,0.045843849953409954
2,0.25,replacement,0,3,1600,7,0.05,0.8032412632373175,0.09484490769948073
2,0.1,removal,0,3,400,13,0.05,0.6567702433824667,0.09571774718729598
1,0.1,removal,0,2,400,4,0.01,0.4798295103668707,0.3027746365566707
2,0.0,removal,0,3,600,7,0.01,0.5383947440679788,0.11631015585439963
1,0.25,removal,0,3,1300,7,0.2,0.7963491102963185,-0.08383988327494474
2,0.2,replacement,0,1,600,40,0.05,0.7155761922226198,0.2972415717874315
0,0.2,replacement,0,3,200,13,0.05,0.5501977692507756,0.3102509660510987
0,0.25,replacement,0,2,600,7,0.15,0.813282308159524,0.1082542439360531
0,0.25,removal,0,1,800,40,0.1,0.7446104619088765,-0.03226397471917242
3,0.1,replacement,0,2,400,7,0.1,0.7596539696263211,0.1689376184012109
3,0.2,removal,0,2,1600,40,0.05,0.7663181621300073,0.14759977584748973
2,0.25,replacement,0,2,400,10,0.15,0.7857772624044542,0.015548434232005026
3,0.0,removal,0,3,800,10,0.2,0.8180835525849,0.08711836139813145
2,0.25,removal,0,2,800,40,0.05,0.7240071707589747,0.04315780325545837
3,0.0,removal,0,1,600,4,0.15,0.7722010219395007,0.19380394958808012
0,0.0,removal,0,3,1000,7,0.2,0.7789606841746657,0.1699812133955605
3,0.1,removal,0,1,600,4,0.15,0.7740704515665222,0.22183345775476548
3,0.0,removal,0,1,600,7,0.15,0.7733140183582218,0.19719406166227516
0,0.25,replacement,0,3,1300,10,0.2,0.8394284336587698,0.21274658211771047
3,0.0,replacement,0,2,800,4,0.05,0.7163406864269919,0.12994977376126338
0,0.1,removal,0,3,200,10,0.2,0.691807983737805,0.26487218167297755
3,0.0,removal,0,2,800,40,0.1,0.7643117278516643,0.11318672145742426
0,0.2,replacement,0,1,1600,7,0.2,0.8485482366695013,-0.14993154005040776
0,0.1,replacement,0,2,1000,4,0.01,0.5781197170930108,0.19365451058720773
3,0.2,removal,0,1,1300,13,0.05,0.7566765961795796,0.2026879264026703
0,0.25,replacement,0,3,800,13,0.05,0.720078754268023,0.28610856699093723
1,0.0,removal,0,3,1000,4,0.05,0.7134267354463573,0.09122095256623952
1,0.1,replacement,0,1,1300,7,0.05,0.7780117993416225,0.19133158450643184
3,0.0,replacement,0,2,200,7,0.2,0.716908645368269,0.16506580197299525
2,0.2,removal,0,2,200,10,0.15,0.6992431665831287,0.029745045346577403
1,0.2,removal,0,1,600,10,0.15,0.7564185591380559,0.15814457181978137
0,0.2,replacement,0,2,1000,4,0.05,0.769333353615518,0.1322147364177727
3,0.1,removal,0,1,400,7,0.01,0.5038425087469522,0.21131855704327884
0,0.0,replacement,0,1,200,10,0.05,0.5660845292316887,0.12035395824508255
1,0.0,replacement,0,3,800,7,0.05,0.6973326683005817,0.08838276048244653
3,0.2,removal,0,3,1600,4,0.2,0.8369693435894422,-0.05310331781231259
1,0.2,replacement,0,1,1600,7,0.1,0.832227039743747,0.1089248897088545
2,0.1,replacement,0,2,600,10,0.01,0.5284134772413481,0.12201916391348999
2,0.2,removal,0,2,600,4,0.01,0.5457215803749705,0.11119260688048815
0,0.0,replacement,0,2,800,13,0.15,0.7864554682360789,0.026039252942656965
1,0.0,replacement,0,1,200,7,0.1,0.6293168133703932,0.2693534091340992
3,0.2,replacement,0,2,200,7,0.1,0.6885435150057664,0.21104584958659345
3,0.1,removal,0,2,200,4,0.05,0.581261397949422,0.17352456132117078
1,0.1,removal,0,3,400,10,0.2,0.7453586949321956,0.09775090689896582
2,0.2,removal,0,3,1300,10,0.2,0.8104920483108584,0.016057838302266148
2,0.0,replacement,0,3,1300,4,0.1,0.7852284216590033,0.044930738620126864
3,0.0,replacement,0,3,800,13,0.01,0.586103757190438,0.2139085855542897
1,0.2,removal,0,3,200,13,0.2,0.7051886091082205,-0.01419914641818898
3,0.1,replacement,0,3,1600,4,0.1,0.8560797787063509,0.02420425625437772
2,0.1,replacement,0,2,1600,10,0.01,0.6436087460374993,0.11394827844173427
0,0.1,replacement,0,3,1000,10,0.01,0.5540169530833539,0.3144575064947889
0,0.1,removal,0,1,800,4,0.2,0.7778156092844748,-0.13906100194075566
1,0.1,removal,0,2,1000,4,0.05,0.7299849103050632,0.19152415119051458
0,0.0,removal,0,1,200,13,0.01,0.422532776098526,0.15839180297564603
3,0.2,removal,0,2,200,10,0.01,0.42093734038596986,0.2160438666636354
1,0.1,replacement,0,3,600,10,0.15,0.797355958695477,0.09167759580908086
3,0.1,replacement,0,2,800,4,0.15,0.83685620378994,0.16654386162885604
0,0.0,replacement,0,1,600,10,0.05,0.6712508704699078,0.05010138865074287
3,0.0,replacement,0,2,200,13,0.2,0.7159746084514447,0.13264941589561252
2,0.1,replacement,0,3,1000,7,0.1,0.8183675910356095,0.09240831444230513
1,0.25,replacement,0,1,1600,4,0.01,0.6203604890479195,0.2676546393844923
1,0.25,removal,0,1,1600,13,0.1,0.7851720952354992,0.1588825296426577
3,0.2,replacement,0,1,1000,7,0.01,0.5892901841952236,0.22018575898390225
2,0.1,replacement,0,1,200,40,0.15,0.710363587156194,0.31584771165695014
1,0.2,removal,0,2,1000,7,0.15,0.7952378452121005,0.1306190778814521
0,0.0,replacement,0,2,800,10,0.05,0.719748955609007,0.14529742771349408
0,0.2,replacement,0,1,600,4,0.2,0.8099570705724497,-0.07094980097305714
0,0.2,replacement,0,3,800,40,0.1,0.7788243532681512,0.24616856310952273
3,0.2,removal,0,3,1300,10,0.15,0.8254858916200367,-0.01337250624833608
0,0.25,removal,0,3,400,40,0.1,0.6927322605926465,0.26801012395433566
2,0.0,removal,0,1,1600,7,0.01,0.6288761864405475,0.32784109895451197
1,0.25,removal,0,1,200,13,0.01,0.39534594363131603,0.26156314219811927
1,0.25,replacement,0,2,1000,40,0.01,0.5743470512880362,0.29223383106954004
0,0.0,removal,0,3,1000,40,0.1,0.75200224416082,0.19188374701686617
2,0.0,replacement,0,3,1000,4,0.1,0.7727044707178269,0.04782019265808435
0,0.25,replacement,0,1,400,7,0.2,0.7844325495844624,-0.02065260640225164
1,0.0,replacement,0,3,1300,4,0.1,0.7680697314395043,0.06861758939617613
3,0.0,removal,0,1,1600,40,0.05,0.7663191987829115,0.2212470011666794
2,0.1,removal,0,1,800,7,0.01,0.5535455327429453,0.32336064849457713
0,0.25,replacement,0,1,1300,40,0.01,0.591051497987942,0.12421796780753547
2,0.0,replacement,0,3,800,10,0.1,0.7618863328041224,0.04172885301096785
0,0.0,removal,0,1,1600,4,0.01,0.6160255494427,0.08277036862599374
0,0.0,removal,0,1,200,10,0.01,0.420915221363941,0.1660336425268658
1,0.25,replacement,0,3,1000,40,0.15,0.8194001406033643,0.12558418956857875
2,0.0,removal,0,1,1000,10,0.05,0.7306116790203685,0.24882035416831982
3,0.1,replacement,0,2,1600,10,0.05,0.8151167312179664,0.19096296859417938
2,0.2,replacement,0,1,1000,40,0.01,0.5841572146677536,0.31368505128032265
1,0.25,replacement,0,1,400,7,0.15,0.7690770831865659,0.15502839842261573
1,0.1,removal,0,1,1300,10,0.1,0.7752492606171943,0.1963473380149422
0,0.0,replacement,0,2,200,4,0.05,0.5890651818563108,0.1921495011868899
0,0.1,replacement,0,2,400,13,0.2,0.8070451243606318,0.1257944941382646
0,0.2,removal,0,2,1000,4,0.2,0.8059176592679318,-0.00037277008535618883
2,0.25,replacement,0,3,400,40,0.1,0.7412663157390466,0.10157232820638806
2,0.2,replacement,0,1,600,40,0.05,0.7155761922226198,0.2972415717874315
1,0.1,replacement,0,3,1300,40,0.15,0.831897229255049,0.0933379298153707
0,0.2,removal,0,3,1600,13,0.15,0.7855875954742049,0.15618572855805435
0,0.0,removal,0,1,1300,4,0.15,0.7843997986579336,-0.0740393456256283
3,0.0,replacement,0,2,800,4,0.01,0.5582279812637427,0.18194096106926583
2,0.2,removal,0,1,600,40,0.2,0.7799596842350051,0.20853057375213213
0,0.2,replacement,0,2,1000,40,0.05,0.7670819215230601,0.1456417197998484
0,0.1,removal,0,3,1600,13,0.01,0.6095470814726605,0.3330420745498798
0,0.1,removal,0,1,800,4,0.01,0.5474017725792049,0.11635627284798811
1,0.2,replacement,0,3,1600,13,0.1,0.8275660845235635,0.11415613069174346
3,0.1,replacement,0,1,800,40,0.1,0.7994713102261264,0.18687016759373287
1,0.25,replacement,0,3,1300,7,0.15,0.8363047908458117,0.07882628094187272
0,0.2,replacement,0,1,1300,4,0.2,0.8429661905798705,-0.13141290255284965
1,0.25,replacement,0,2,200,10,0.05,0.5742028519318083,0.30069456248078175
3,0.0,replacement,0,2,1000,7,0.05,0.734101786144548,0.128775334341672
1,0.1,replacement,0,3,200,4,0.15,0.6986814182041439,0.15600895123195635
3,0.1,replacement,0,3,600,7,0.01,0.5517540396435049,0.1904857688882453
1,0.1,replacement,0,1,1600,10,0.05,0.7945689821650188,0.14067897713210553
3,0.0,replacement,0,1,400,10,0.05,0.6643482126147118,0.22877583530772783
0,0.2,replacement,0,2,1600,13,0.05,0.8085883234483915,0.118813164796991
1,0.2,removal,0,3,1600,13,0.2,0.8004834875669531,-0.12114231639613293
2,0.1,replacement,0,3,1000,10,0.2,0.8487737679222895,0.09954617202804183
2,0.1,removal,0,1,200,40,0.1,0.6521656761159496,0.3131501653700778
1,0.25,removal,0,2,200,7,0.01,0.40807266762799765,0.2878100805960938
1,0.25,removal,0,2,1000,40,0.05,0.7344047272258466,0.2007880404836806
3,0.0,removal,0,3,800,40,0.2,0.8181776208208469,0.03453031299115894
1,0.2,replacement,0,1,400,10,0.01,0.4645687627011096,0.26461349030726644
2,0.2,removal,0,1,1300,10,0.05,0.7496634982091386,0.25465225750687703
2,0.0,removal,0,1,400,13,0.15,0.741782916049895,0.23194065727369406
3,0.2,replacement,0,3,200,7,0.2,0.765613305525729,0.10194171317584366
3,0.25,replacement,0,1,800,10,0.15,0.8262466163556238,0.17470415888760193
1,0.1,replacement,0,3,1600,4,0.1,0.8288775790872783,0.12129905528331808
1,0.1,replacement,0,3,1300,10,0.01,0.6044063605017427,0.2011596390206144
1,0.0,removal,0,2,1300,10,0.1,0.7866655267044738,0.18067164658019075
3,0.0,replacement,0,2,600,4,0.01,0.532014736040362,0.19116117736788973
0,0.0,replacement,0,1,800,7,0.05,0.6963138431280629,0.025817910556478196
1,0.1,replacement,0,2,600,13,0.05,0.7160967274180216,0.23352145053926754
2,0.1,replacement,0,1,800,7,0.2,0.8382384960438655,0.2085073983254746
0,0.2,replacement,0,1,1300,40,0.2,0.8380091242180571,-0.12831613615521897
0,0.2,replacement,0,2,800,7,0.1,0.8088125233283884,0.11982959295865425
0,0.0,replacement,0,1,400,4,0.1,0.6938553417762545,0.003590420332954758
2,0.25,replacement,0,1,800,4,0.2,0.8389103016683316,0.19147142679399431
3,0.1,removal,0,3,800,4,0.1,0.7884705198104466,0.1505351780961015
2,0.0,replacement,0,3,800,10,0.1,0.7618863328041224,0.04172885301096785
0,0.25,replacement,0,3,1300,10,0.1,0.8103033154515364,0.2021261146278357
3,0.0,replacement,0,3,1300,4,0.01,0.6362463378219598,0.20776130146064908
3,0.0,removal,0,3,400,13,0.1,0.7441063880121694,0.1491720806833129
0,0.25,removal,0,3,600,40,0.2,0.7597085413586276,0.18031004816702123
3,0.2,replacement,0,2,1600,13,0.01,0.6602924032330131,0.22370975107277302
2,0.25,removal,0,2,800,13,0.05,0.7240568306120841,0.021106358926192614
0,0.1,removal,0,1,400,7,0.15,0.7259555641253086,0.0016734995272699171
0,0.25,replacement,0,1,1300,7,0.15,0.8322245484228505,-0.07246164399817978
0,0.0,replacement,0,2,200,13,0.05,0.5818487539037704,0.20048225497197647
2,0.0,removal,0,3,1000,13,0.1,0.7739264859066646,0.04429427565239652
1,0.1,replacement,0,2,400,40,0.15,0.7793713682159262,0.1889156204027903
0,0.25,replacement,0,1,1000,10,0.2,0.8335236447809009,-0.1332362571277772
2,0.0,replacement,0,3,800,10,0.2,0.793287978027409,0.03364266984880626
3,0.1,removal,0,1,1000,4,0.2,0.8049033611238263,0.17062829991437967
0,0.1,replacement,0,1,1000,7,0.05,0.7471928099001797,0.03178475420932203
2,0.1,replacement,0,3,1300,4,0.15,0.8484900003139324,0.10149891408017342
2,0.0,removal,0,2,200,4,0.01,0.4286601224937223,0.09435621084767065
2,0.2,replacement,0,2,200,40,0.2,0.7461559949813574,-0.04065566727428527
3,0.1,removal,0,1,600,13,0.05,0.7009770034811811,0.2255816631011166
3,0.2,removal,0,3,400,10,0.15,0.77473771386208,0.10157992554917883
2,0.0,replacement,0,1,800,10,0.05,0.7138016307257636,0.2598799960574325
1,0.25,replacement,0,3,1000,40,0.01,0.5684416229806313,0.21449460117055053
2,0.1,removal,0,3,600,4,0.01,0.5387591067347126,0.12047712556402357
0,0.1,removal,0,1,600,10,0.2,0.7651772838271109,-0.03786601983960969
0,0.1,replacement,0,3,400,13,0.2,0.7792384545089606,0.2008616944408197
3,0.2,removal,0,1,1000,10,0.15,0.7950043731179111,0.14993533172675666
0,0.1,replacement,0,3,600,13,0.15,0.7910479291574706,0.22804060654416503
3,0.25,replacement,0,1,400,13,0.2,0.803794163001449,0.14271132524149444
3,0.0,removal,0,1,600,40,0.15,0.7730529203964114,0.21879647782063794
0,0.2,replacement,0,2,1600,40,0.1,0.8401324525915194,0.080224498508912
3,0.1,replacement,0,3,800,10,0.1,0.8232032891894954,0.07239379029084081
0,0.2,replacement,0,3,200,13,0.05,0.5501977692507756,0.3102509660510987
1,0.2,replacement,0,1,1300,4,0.01,0.5922929109218327,0.27275873321715327
1,0.0,replacement,0,1,1600,10,0.1,0.7820598914111658,0.1777093085126723
0,0.1,replacement,0,3,1300,4,0.01,0.5875554267712859,0.3091369998850503
1,0.2,removal,0,3,800,10,0.01,0.5560649049724364,0.19183468588310393
0,0.1,removal,0,3,200,7,0.05,0.5584538893189528,0.3592497800109892
1,0.1,removal,0,3,1300,40,0.15,0.784534662557601,0.06916987552943044
1,0.25,replacement,0,3,400,10,0.15,0.7668392278878244,0.11197149157500019
3,0.25,replacement,0,1,400,7,0.2,0.8021010603417228,0.15913015829671828
2,0.0,replacement,0,3,400,7,0.15,0.7421015502804512,0.022216480025037844
3,0.2,replacement,0,1,1300,7,0.1,0.8304079754393022,0.22638815907100307
3,0.2,replacement,0,1,800,7,0.05,0.7520806485275919,0.20969505031515467
3,0.2,replacement,0,3,1600,40,0.05,0.8177579822230101,0.028274429829820424
1,0.1,removal,0,1,1600,7,0.05,0.7475454110824704,0.22703457874124544
1,0.0,removal,0,1,1600,40,0.05,0.7451456884699503,0.22967332800693485
2,0.25,replacement,0,1,1600,7,0.1,0.8399698522749549,0.27269945218033553
1,0.25,removal,0,1,1600,40,0.2,0.8042554264773137,0.09982004798483568
0,0.25,replacement,0,1,400,40,0.01,0.4668285626373192,0.143986489492142
1,0.2,removal,0,1,1000,4,0.2,0.7918447517538305,0.04835561082840645
0,0.1,removal,0,3,800,40,0.05,0.6930088875209469,0.28238834260479584
3,0.0,removal,0,2,1600,10,0.05,0.7638080684385692,0.14293759438415155
1,0.0,removal,0,2,1300,40,0.1,0.7859373124410439,0.18072730624853506
1,0.1,replacement,0,3,1300,40,0.01,0.6052157705175315,0.20413487238583428
2,0.0,removal,0,2,1000,7,0.1,0.7796367389378492,0.01632394606943932
3,0.25,replacement,0,2,1300,40,0.15,0.8504014129488877,0.13142657580883532
1,0.1,removal,0,2,1600,13,0.05,0.7614577425555789,0.16633992589921875
0,0.0,removal,0,1,800,13,0.01,0.5461815992420938,0.11986538431625327
1,0.2,replacement,0,3,1000,13,0.15,0.8249788213646347,0.09129007331165362
0,0.1,replacement,0,1,800,7,0.1,0.7853707024983608,-0.0017299565529933503
2,0.1,replacement,0,1,800,40,0.2,0.834656088859429,0.228529800356982
0,0.25,replacement,0,1,1300,4,0.15,0.8326528780038704,-0.0792932561356452
3,0.1,replacement,0,1,200,40,0.15,0.7200755810302538,0.21703617376423479
2,0.25,replacement,0,3,600,10,0.15,0.8116395325098897,0.11429495817298263
1,0.1,replacement,0,1,400,7,0.2,0.7943742532547096,0.15546959325992882
2,0.0,replacement,0,2,200,7,0.1,0.6578462230403912,0.039943065414869694
2,0.0,replacement,0,3,1000,10,0.01,0.5832731623108923,0.1087410405087974
3,0.1,replacement,0,1,800,4,0.15,0.8275742086538257,0.21613899493029898
0,0.2,removal,0,1,1000,7,0.1,0.7581203609104542,-0.03360904004174392
3,0.1,replacement,0,2,600,13,0.15,0.8230879214276825,0.1980210672306667
1,0.25,replacement,0,2,400,4,0.01,0.47345785640602867,0.281274700588672
2,0.2,removal,0,1,800,4,0.1,0.7626088896497456,0.221354663919058
3,0.0,removal,0,2,400,13,0.2,0.7642652373316103,0.10837844102649552
2,0.2,removal,0,2,1300,10,0.1,0.7944821792181205,-0.031820955946010976
0,0.0,removal,0,3,200,13,0.15,0.6685374048271517,0.2527260232638061
3,0.1,removal,0,2,1600,7,0.05,0.7651167688887133,0.1240013145553982
3,0.2,removal,0,3,600,7,0.2,0.8088305646367706,0.036074080155066524
1,0.25,removal,0,2,600,10,0.2,0.7893736767559312,0.08156862320989267
1,0.25,removal,0,1,400,7,0.05,0.6329302327703954,0.297575814324206
1,0.1,removal,0,3,800,13,0.01,0.5508824832989141,0.17324907581474303
0,0.2,replacement,0,2,200,13,0.2,0.7476330660156444,0.11818202446618631
2,0.2,removal,0,3,600,7,0.1,0.7464401080682774,0.0035643827469402645
1,0.25,replacement,0,1,1000,4,0.1,0.8080369636025801,0.1329921541783986
3,0.0,removal,0,1,1600,40,0.01,0.6447385325526569,0.23563324963836996
3,0.2,removal,0,1,600,7,0.1,0.7514457233655814,0.19235669482671192
3,0.1,removal,0,1,1600,7,0.1,0.798018615973697,0.18796804725645821
1,0.0,replacement,0,2,400,4,0.01,0.47717652377162667,0.3070664465884869
1,0.0,replacement,0,3,200,4,0.2,0.6993305350250804,0.11677505553856438
1,0.25,removal,0,1,600,7,0.15,0.7582632533623018,0.168439504699319
3,0.0,replacement,0,2,1600,40,0.05,0.7635750007387424,0.14537137244968623
2,0.25,replacement,0,2,800,40,0.2,0.8341667880670769,-0.06239574901888445
3,0.25,replacement,0,3,200,13,0.1,0.6954796281787339,0.1853043729166557
3,0.1,replacement,0,2,400,40,0.15,0.7915817717656305,0.14544523183790703
1,0.1,removal,0,2,400,10,0.05,0.6538885644295604,0.263249770838176
3,0.0,replacement,0,1,1600,7,0.05,0.7666312649327726,0.2153693023780766
3,0.2,removal,0,1,1000,10,0.2,0.8047960544152826,0.11775662938440024
1,0.25,removal,0,3,600,13,0.05,0.6811067156157005,0.07469828525511191
1,0.25,removal,0,2,400,4,0.05,0.6545945647870085,0.25519995679846774
1,0.1,replacement,0,1,1000,10,0.01,0.5579724466646191,0.2689737821531749
1,0.2,replacement,0,3,600,13,0.01,0.5167581113942383,0.2103540694392334
3,0.2,removal,0,3,600,7,0.01,0.5621742869967667,0.21037834232350106
1,0.2,replacement,0,3,1300,4,0.15,0.8366100880331674,0.08111918873546242
3,0.1,removal,0,2,400,10,0.1,0.7183104103759217,0.15118996499606596
3,0.2,replacement,0,3,1000,40,0.1,0.8302852515811721,0.04690130239899548
0,0.2,removal,0,1,1000,4,0.2,0.7867845966259199,-0.09685360590426617
0,0.2,removal,0,1,200,4,0.2,0.7004556635306014,0.053672754959132374
0,0.0,removal,0,3,1300,7,0.2,0.7868636561052146,0.14818921476877545
