leaves,trees,FP_type,learn_rate,state,accuracy_train,accuracy_test,actual_test_size
8,1600,5,0.2,1,0.9934,0.3726,0.2103
4,600,5,0.12,3,0.9705,0.3774,0.2077
4,800,5,0.8,3,0.9953,-0.0542,0.2077
4,1400,5,0.1,2,0.9861,0.5398,0.2077
10,500,5,0.06,3,0.9171,0.4394,0.2077
8,100,5,0.14,2,0.8299,0.5483,0.2077
10,1200,5,0.8,1,0.9944,0.1649,0.2103
4,800,5,0.4,2,0.9945,0.4399,0.2077
8,1200,5,0.12,3,0.9864,0.3553,0.2077
6,100,5,0.06,3,0.7158,0.4137,0.2077
4,1400,5,0.8,3,0.9953,-0.0549,0.2077
6,400,5,0.08,1,0.9228,0.5128,0.2103
10,200,5,0.02,2,0.671,0.4651,0.2077
4,1200,5,0.6,3,0.9953,0.1552,0.2077
8,1200,5,0.06,2,0.9622,0.5302,0.2077
8,1200,5,0.6,2,0.995,0.3982,0.2077
6,1400,5,0.08,3,0.9822,0.3601,0.2077
8,100,5,0.1,3,0.7804,0.4357,0.2077
6,1000,5,0.06,3,0.9621,0.3994,0.2077
6,1400,5,0.12,1,0.9881,0.4,0.2103
10,1600,5,0.12,1,0.9891,0.407,0.2103
4,1400,5,0.08,3,0.9825,0.349,0.2077
10,200,5,0.2,3,0.9403,0.411,0.2077
10,1200,5,0.08,1,0.9731,0.4667,0.2103
10,1200,5,0.12,3,0.9855,0.3416,0.2077
8,500,5,0.12,3,0.9609,0.3989,0.2077
8,200,5,0.12,3,0.8955,0.4367,0.2077
10,800,5,0.12,3,0.9771,0.3601,0.2077
6,400,5,0.4,1,0.9891,0.3587,0.2103
8,500,5,0.12,2,0.9577,0.5373,0.2077
6,200,5,0.8,3,0.9908,0.1308,0.2077
10,1400,5,0.4,3,0.9952,0.2088,0.2077
8,1000,5,0.04,1,0.9339,0.5015,0.2103
8,1400,5,0.08,1,0.9785,0.4694,0.2103
6,1400,5,0.1,2,0.986,0.5178,0.2077
4,600,5,0.8,2,0.995,0.336,0.2077
8,1600,5,0.02,3,0.9217,0.4329,0.2077
4,1200,5,0.6,3,0.9953,0.1552,0.2077
8,400,5,0.04,1,0.8502,0.5107,0.2103
10,600,5,0.04,2,0.8898,0.5392,0.2077
4,300,5,0.1,2,0.9138,0.5756,0.2077
6,300,5,0.08,2,0.8959,0.5523,0.2077
4,1400,5,0.8,3,0.9953,-0.0549,0.2077
4,1600,5,0.4,2,0.995,0.4316,0.2077
6,300,5,0.12,1,0.9283,0.4961,0.2103
6,1200,5,0.1,1,0.9822,0.4399,0.2103
6,800,5,0.06,1,0.9459,0.5013,0.2103
8,500,5,0.14,2,0.9642,0.5457,0.2077
6,1000,5,0.4,3,0.995,0.3021,0.2077
4,1200,5,0.6,1,0.9944,0.2666,0.2103
10,200,5,0.8,3,0.9895,0.2272,0.2077
10,100,5,0.06,2,0.7228,0.479,0.2077
4,800,5,0.08,2,0.9619,0.5343,0.2077
8,600,5,0.06,3,0.9299,0.4397,0.2077
6,400,5,0.6,2,0.9934,0.4753,0.2077
6,400,5,0.6,3,0.9939,0.1493,0.2077
4,1000,5,0.08,3,0.9735,0.3685,0.2077
6,400,5,0.12,3,0.9534,0.3961,0.2077
6,800,5,0.2,1,0.9881,0.3943,0.2103
10,400,5,0.6,1,0.9923,0.3586,0.2103
10,100,5,0.14,1,0.8311,0.5104,0.2103
4,500,5,0.02,3,0.78,0.4317,0.2077
6,1000,5,0.04,3,0.9384,0.4217,0.2077
6,800,5,0.06,1,0.9459,0.5013,0.2103
4,300,5,0.4,2,0.9845,0.4732,0.2077
4,1400,5,0.8,3,0.9953,-0.0549,0.2077
6,200,6,0.12,3,0.8719,0.5521,0.1985
6,1000,6,0.12,2,0.9772,0.4149,0.2072
8,300,6,0.2,1,0.9437,0.5352,0.1974
10,100,6,0.2,1,0.8405,0.5522,0.1974
8,500,6,0.06,2,0.8942,0.4224,0.2072
4,500,6,0.12,3,0.9509,0.5838,0.1985
6,800,6,0.08,3,0.9533,0.5788,0.1985
