leaves,trees,FP_type,state,accuracy_train,accuracy_test
4.0,250.0,2.0,2.0,0.8072472640955662,0.4158259818772345
4.0,250.0,2.0,2.0,0.8072472640955662,0.4158259818772345
6.0,100.0,2.0,2.0,0.7194746127076111,0.4157239696176501
10.0,100.0,11.0,3.0,0.5528162917624961,0.41435883169886945
6.0,200.0,2.0,1.0,0.7130448041959112,0.41331458727696946
4.0,400.0,8.0,3.0,0.7405145666775198,0.4129831418128763
10.0,900.0,10.0,3.0,0.5534963848821051,0.41243372656681665
10.0,900.0,11.0,3.0,0.5534963848821051,0.41243372656681654
10.0,200.0,9.0,1.0,0.49630100807584965,0.4123509360918478
10.0,700.0,10.0,3.0,0.5538789510381256,0.41219730843027114
10.0,700.0,11.0,3.0,0.5538789510381256,0.41219730843027114
10.0,700.0,11.0,3.0,0.5538789510381257,0.41219730843027114
10.0,800.0,11.0,3.0,0.553061091986572,0.4119591044542902
10.0,600.0,9.0,1.0,0.4945352896688937,0.41166742487748664
10.0,1000.0,11.0,3.0,0.5529287266860634,0.4112769584465682
10.0,500.0,10.0,3.0,0.5544662016454276,0.4103405471492342
10.0,500.0,11.0,3.0,0.5544662016454276,0.4103405471492342
10.0,250.0,9.0,1.0,0.4945951085557774,0.4092087654749864
4.0,500.0,8.0,3.0,0.7403883779760472,0.408827542282868
4.0,500.0,8.0,3.0,0.7403883779760473,0.408827542282868
10.0,50.0,9.0,1.0,0.485866688750913,0.40876647662039445
4.0,250.0,8.0,3.0,0.7416209205620516,0.4083650723564197
10.0,900.0,1.0,1.0,0.5851330972127526,0.40688260920325403
4.0,900.0,8.0,3.0,0.7415980633187393,0.4068276397134508
10.0,800.0,1.0,1.0,0.5848131095125331,0.40663369939717253
10.0,800.0,1.0,1.0,0.5848131095125331,0.40663369939717253
6.0,200.0,2.0,2.0,0.7191148872416282,0.4054209807421506
10.0,600.0,1.0,1.0,0.5859381966743908,0.405165723006097
10.0,400.0,3.0,1.0,0.3845732687114122,0.40442753605248194
10.0,400.0,3.0,1.0,0.3845732687114122,0.40442753605248183
